epoch,loss,time,ram
234,2.281437,0.000211,5324
235,2.279873,0.000224,5324
236,2.278313,0.000240,5324
237,2.276755,0.000217,5324
238,2.275200,0.001217,5324
239,2.273647,0.000226,5324
240,2.272098,0.000513,5324
241,2.270551,0.000242,5324
242,2.269007,0.000220,5324
243,2.267465,0.000171,5324
244,2.265926,0.000229,5324
245,2.264390,0.000223,5324
246,2.262857,0.000213,5324
247,2.261326,0.000217,5324
248,2.259798,0.000235,5324
249,2.258273,0.000214,5324
250,2.256750,0.000241,5324
251,2.255230,0.000207,5324
252,2.253713,0.000223,5324
253,2.252198,0.000224,5324
254,2.250686,0.000216,5324
255,2.249177,0.000219,5324
256,2.247670,0.000320,5324
257,2.246166,0.000224,5324
258,2.244665,0.000204,5324
259,2.243166,0.000247,5324
260,2.241670,0.000199,5324
261,2.240177,0.000220,5324
262,2.238686,0.000255,5324
263,2.237198,0.000229,5324
264,2.235713,0.000215,5324
265,2.234230,0.000245,5324
266,2.232750,0.000385,5324
267,2.231272,0.000217,5324
268,2.229797,0.000245,5324
269,2.228325,0.000228,5324
270,2.226855,0.000204,5324
271,2.225388,0.000260,5324
272,2.223924,0.000222,5324
273,2.222462,0.000177,5324
274,2.221003,0.000220,5324
275,2.219546,0.000214,5324
276,2.218092,0.000214,5324
277,2.216641,0.000213,5324
278,2.215192,0.000223,5324
279,2.213746,0.000233,5324
280,2.212302,0.000216,5324
281,2.210861,0.000225,5324
282,2.209422,0.000224,5324
283,2.207986,0.000238,5324
284,2.206553,0.000244,5324
285,2.205122,0.000231,5324
286,2.203694,0.000181,5324
287,2.202268,0.000202,5324
288,2.200845,0.000252,5324
289,2.199424,0.000195,5324
290,2.198006,0.000234,5324
291,2.196591,0.000248,5324
292,2.195178,0.000235,5324
293,2.193767,0.000210,5324
294,2.192359,0.000218,5324
295,2.190954,0.000203,5324
296,2.189551,0.000189,5324
297,2.188151,0.000226,5324
298,2.186753,0.000425,5324
299,2.185358,0.000178,5324
300,2.183965,0.000268,5324
301,2.182574,0.000228,5324
302,2.181187,0.000222,5324
303,2.179801,0.000210,5324
304,2.178418,0.000451,5324
305,2.177038,0.000175,5324
306,2.175660,0.000228,5324
307,2.174285,0.000189,5324
308,2.172912,0.002173,5324
309,2.171541,0.000233,5324
310,2.170173,0.000529,5324
311,2.168808,0.000234,5324
312,2.167445,0.000187,5324
313,2.166084,0.000226,5324
314,2.164726,0.000212,5324
315,2.163371,0.000192,5324
316,2.162017,0.000222,5324
317,2.160667,0.000220,5324
318,2.159318,0.000187,5324
319,2.157972,0.000208,5324
320,2.156629,0.000222,5324
321,2.155288,0.000240,5324
322,2.153949,0.000209,5324
323,2.152613,0.000240,5324
324,2.151279,0.000245,5324
325,2.149948,0.000218,5452
326,2.148619,0.000231,5452
327,2.147293,0.000403,5452
328,2.145968,0.000222,5452
329,2.144647,0.000224,5452
330,2.143327,0.000227,5452
331,2.142010,0.000231,5452
332,2.140696,0.000243,5452
333,2.139384,0.000215,5452
334,2.138074,0.000264,5452
335,2.136766,0.000220,5452
336,2.135461,0.000200,5452
337,2.134159,0.000198,5452
338,2.132858,0.000218,5452
339,2.131560,0.000228,5452
340,2.130265,0.000239,5452
341,2.128971,0.000179,5452
342,2.127681,0.000230,5452
343,2.126392,0.000263,5452
344,2.125106,0.000212,5452
345,2.123822,0.001599,5452
346,2.122540,0.000864,5452
347,2.121261,0.000290,5452
348,2.119984,0.000237,5452
349,2.118709,0.000273,5452
350,2.117437,0.000623,5452
351,2.116167,0.000352,5452
352,2.114900,0.000179,5452
353,2.113634,0.000207,5452
354,2.112371,0.000201,5452
355,2.111110,0.000279,5452
356,2.109852,0.000243,5452
357,2.108596,0.000215,5452
358,2.107342,0.000265,5452
359,2.106090,0.000239,5452
360,2.104841,0.000213,5452
361,2.103594,0.000243,5452
362,2.102349,0.000227,5452
363,2.101106,0.000227,5452
364,2.099866,0.000252,5452
365,2.098628,0.000178,5452
366,2.097392,0.000203,5452
367,2.096159,0.000213,5452
368,2.094928,0.002180,5452
369,2.093699,0.001735,5452
370,2.092472,0.001741,5452
371,2.091247,0.001643,5452
372,2.090025,0.001806,5452
373,2.088805,0.002036,5452
374,2.087587,0.001856,5452
375,2.086371,0.001830,5452
376,2.085158,0.002067,5452
377,2.083946,0.002240,5452
378,2.082737,0.001927,5452
379,2.081531,0.001578,5452
380,2.080326,0.001903,5452
381,2.079123,0.001557,5452
382,2.077923,0.001737,5452
383,2.076725,0.000211,5452
384,2.075529,0.000262,5452
385,2.074335,0.000227,5452
386,2.073144,0.000260,5452
387,2.071954,0.000230,5452
388,2.070767,0.000248,5452
389,2.069582,0.000253,5452
390,2.068399,0.000220,5452
391,2.067218,0.000227,5452
392,2.066040,0.000216,5452
393,2.064863,0.000352,5452
394,2.063689,0.001771,5452
395,2.062517,0.001776,5452
396,2.061347,0.001479,5452
397,2.060179,0.001405,5452
398,2.059013,0.001529,5452
399,2.057849,0.000207,5452
400,2.056688,0.000214,5452
401,2.055528,0.000247,5452
402,2.054371,0.000210,5452
403,2.053216,0.000231,5452
404,2.052062,0.000247,5452
405,2.050911,0.000195,5452
406,2.049762,0.000217,5452
407,2.048615,0.000204,5452
408,2.047471,0.000200,5452
409,2.046328,0.000222,5452
410,2.045187,0.000229,5452
411,2.044049,0.000260,5452
412,2.042912,0.000178,5452
413,2.041778,0.000202,5452
414,2.040645,0.000236,5452
415,2.039515,0.000209,5452
416,2.038387,0.000201,5452
417,2.037260,0.000222,5452
418,2.036136,0.000191,5452
419,2.035014,0.000207,5452
420,2.033894,0.000238,5452
421,2.032776,0.000276,5452
422,2.031660,0.000228,5452
423,2.030546,0.000590,5452
424,2.029434,0.000224,5452
425,2.028324,0.000200,5452
426,2.027216,0.000209,5452
427,2.026110,0.000237,5452
428,2.025006,0.000184,5452
429,2.023904,0.000207,5452
430,2.022804,0.000212,5452
431,2.021706,0.000207,5452
432,2.020610,0.000204,5452
433,2.019516,0.000225,5452
434,2.018424,0.000194,5452
435,2.017334,0.000238,5452
436,2.016245,0.000205,5452
437,2.015159,0.000207,5452
438,2.014075,0.000192,5452
439,2.012993,0.000255,5452
440,2.011913,0.000217,5452
441,2.010834,0.000191,5452
442,2.009758,0.000224,5452
443,2.008684,0.000245,5452
444,2.007611,0.000240,5452
445,2.006540,0.000191,5452
446,2.005472,0.000203,5452
447,2.004405,0.000221,5452
448,2.003340,0.000440,5452
449,2.002278,0.000205,5452
450,2.001217,0.000275,5452
451,2.000158,0.000240,5452
452,1.999100,0.000218,5452
453,1.998045,0.000184,5452
454,1.996992,0.000217,5452
455,1.995940,0.000217,5452
456,1.994891,0.000226,5452
457,1.993843,0.000213,5452
458,1.992798,0.000225,5452
459,1.991754,0.000246,5452
460,1.990712,0.000235,5580
461,1.989672,0.000226,5580
462,1.988633,0.000248,5580
463,1.987597,0.000210,5580
464,1.986562,0.000268,5580
465,1.985530,0.000269,5580
466,1.984499,0.000223,5580
467,1.983470,0.000227,5580
468,1.982443,0.000254,5580
469,1.981417,0.000211,5580
470,1.980394,0.000213,5580
471,1.979372,0.000224,5580
472,1.978353,0.000219,5580
473,1.977335,0.000449,5580
474,1.976318,0.000221,5580
475,1.975304,0.000247,5580
476,1.974292,0.000218,5580
477,1.973281,0.000268,5580
478,1.972272,0.000221,5580
479,1.971265,0.000240,5580
480,1.970260,0.000220,5580
481,1.969256,0.000212,5580
482,1.968254,0.000213,5580
483,1.967255,0.000589,5580
484,1.966256,0.000213,5580
485,1.965260,0.000221,5580
486,1.964265,0.000226,5580
487,1.963273,0.000223,5580
488,1.962282,0.000213,5580
489,1.961292,0.000195,5580
490,1.960305,0.000214,5580
491,1.959319,0.000227,5580
492,1.958335,0.000229,5580
493,1.957353,0.000215,5580
494,1.956372,0.000234,5580
495,1.955393,0.000196,5580
496,1.954416,0.000207,5580
497,1.953441,0.000255,5580
498,1.952468,0.000351,5580
499,1.951496,0.000239,5580
500,1.950526,0.000203,5580
501,1.949557,0.000201,5580
502,1.948591,0.000524,5580
503,1.947626,0.000225,5580
504,1.946662,0.000245,5580
505,1.945701,0.000350,5580
506,1.944741,0.000211,5580
507,1.943783,0.000236,5580
508,1.942826,0.000225,5580
509,1.941872,0.000205,5580
510,1.940918,0.000188,5580
511,1.939967,0.000244,5580
512,1.939017,0.000220,5580
513,1.938069,0.000206,5580
514,1.937123,0.000234,5580
515,1.936178,0.000212,5580
516,1.935235,0.000213,5580
517,1.934294,0.000223,5580
518,1.933354,0.000392,5580
519,1.932416,0.000199,5580
520,1.931480,0.000209,5580
521,1.930545,0.000206,5580
522,1.929612,0.000414,5580
523,1.928680,0.000225,5580
524,1.927750,0.000220,5580
525,1.926822,0.000206,5580
526,1.925895,0.000235,5580
527,1.924970,0.000210,5580
528,1.924047,0.000176,5580
529,1.923125,0.000215,5580
530,1.922205,0.000215,5580
531,1.921287,0.000216,5580
532,1.920370,0.000218,5580
533,1.919454,0.000232,5580
534,1.918541,0.000199,5580
535,1.917629,0.000304,5580
536,1.916718,0.000220,5580
537,1.915809,0.000226,5580
538,1.914902,0.002075,5580
539,1.913996,0.000228,5580
540,1.913092,0.000244,5580
541,1.912189,0.000241,5580
542,1.911288,0.000169,5580
543,1.910389,0.000583,5580
544,1.909491,0.000201,5580
545,1.908595,0.001229,5580
546,1.907700,0.000379,5580
547,1.906807,0.000944,5580
548,1.905915,0.000193,5580
549,1.905025,0.000236,5580
550,1.904136,0.000212,5580
551,1.903249,0.000222,5580
552,1.902364,0.000275,5580
553,1.901480,0.000935,5580
554,1.900597,0.000211,5580
555,1.899716,0.000218,5580
556,1.898837,0.000240,5580
557,1.897959,0.000677,5580
558,1.897083,0.000204,5580
559,1.896208,0.000216,5580
560,1.895335,0.000220,5580
561,1.894463,0.000197,5580
562,1.893592,0.000241,5580
563,1.892724,0.001805,5580
564,1.891856,0.000246,5580
565,1.890990,0.001630,5580
566,1.890126,0.001939,5580
567,1.889263,0.000223,5580
568,1.888402,0.001174,5580
569,1.887542,0.000262,5580
570,1.886684,0.000206,5580
571,1.885827,0.000239,5580
572,1.884971,0.020520,5580
573,1.884117,0.000246,5580
574,1.883265,0.002281,5580
575,1.882413,0.000273,5580
576,1.881564,0.000237,5580
577,1.880716,0.000213,5580
578,1.879869,0.000245,5580
579,1.879024,0.001430,5580
580,1.878180,0.000205,5580
581,1.877337,0.001206,5580
582,1.876496,0.000176,5580
583,1.875657,0.002634,5580
584,1.874819,0.000210,5580
585,1.873982,0.000172,5580
586,1.873147,0.000197,5580
587,1.872313,0.001463,5580
588,1.871481,0.000191,5580
589,1.870650,0.000220,5580
590,1.869820,0.000246,5580
591,1.868992,0.000236,5580
592,1.868165,0.000232,5580
593,1.867340,0.000190,5580
594,1.866516,0.000210,5708
595,1.865693,0.000261,5708
596,1.864872,0.000222,5708
597,1.864052,0.000222,5708
598,1.863234,0.000185,5708
599,1.862417,0.000205,5708
600,1.861601,0.000211,5708
601,1.860787,0.000194,5708
602,1.859974,0.000226,5708
603,1.859163,0.000252,5708
604,1.858353,0.000176,5708
605,1.857544,0.000201,5708
606,1.856736,0.000269,5708
607,1.855930,0.000230,5708
608,1.855126,0.000225,5708
609,1.854322,0.000653,5708
610,1.853520,0.000197,5708
611,1.852720,0.000237,5708
612,1.851920,0.000203,5708
613,1.851122,0.000172,5708
614,1.850326,0.000214,5708
615,1.849530,0.000257,5708
616,1.848736,0.000212,5708
617,1.847944,0.000210,5708
618,1.847152,0.000241,5708
619,1.846362,0.000229,5708
620,1.845574,0.000192,5708
621,1.844786,0.000624,5708
622,1.844000,0.000187,5708
623,1.843216,0.000215,5708
624,1.842432,0.000225,5708
625,1.841650,0.000194,5708
626,1.840869,0.000229,5708
627,1.840090,0.000272,5708
628,1.839311,0.000203,5708
629,1.838535,0.000218,5708
630,1.837759,0.000236,5708
631,1.836984,0.000385,5708
632,1.836211,0.000206,5708
633,1.835440,0.000230,5708
634,1.834669,0.000245,5708
635,1.833900,0.000221,5708
636,1.833132,0.000265,5708
637,1.832365,0.000244,5708
638,1.831600,0.000220,5708
639,1.830836,0.000201,5708
640,1.830073,0.000233,5708
641,1.829311,0.000288,5708
642,1.828551,0.000204,5708
643,1.827791,0.000268,5708
644,1.827033,0.000240,5708
645,1.826277,0.000272,5708
646,1.825521,0.000227,5708
647,1.824767,0.000247,5708
648,1.824014,0.000239,5708
649,1.823263,0.000339,5708
650,1.822512,0.000234,5708
651,1.821763,0.000269,5708
652,1.821015,0.000251,5708
653,1.820268,0.000250,5708
654,1.819523,0.000227,5708
655,1.818778,0.000230,5708
656,1.818035,0.000230,5708
657,1.817293,0.000205,5708
658,1.816552,0.000230,5708
659,1.815813,0.000218,5708
660,1.815075,0.000262,5708
661,1.814338,0.000207,5708
662,1.813602,0.000240,5708
663,1.812867,0.000216,5708
664,1.812133,0.000279,5708
665,1.811401,0.001273,5708
666,1.810670,0.000269,5708
667,1.809940,0.000234,5708
668,1.809211,0.000291,5708
669,1.808484,0.000240,5708
670,1.807757,0.000348,5708
671,1.807032,0.000253,5708
672,1.806308,0.000252,5708
673,1.805585,0.000259,5708
674,1.804863,0.000294,5708
675,1.804143,0.000249,5708
676,1.803424,0.000270,5708
677,1.802705,0.000242,5708
678,1.801988,0.000332,5708
679,1.801272,0.000250,5708
680,1.800558,0.001252,5708
681,1.799844,0.000277,5708
682,1.799131,0.000322,5708
683,1.798420,0.000289,5708
684,1.797710,0.000413,5708
685,1.797001,0.000236,5708
686,1.796293,0.000250,5708
687,1.795586,0.000918,5708
688,1.794881,0.000258,5708
689,1.794176,0.000286,5708
690,1.793473,0.001922,5708
691,1.792770,0.001174,5708
692,1.792069,0.000233,5708
693,1.791369,0.000245,5708
694,1.790670,0.000251,5708
695,1.789973,0.000261,5708
696,1.789276,0.000203,5708
697,1.788580,0.000211,5708
698,1.787886,0.000223,5708
699,1.787192,0.000253,5708
700,1.786500,0.000213,5708
701,1.785809,0.000277,5708
702,1.785119,0.000247,5708
703,1.784430,0.000255,5708
704,1.783742,0.000233,5708
705,1.783055,0.000229,5708
706,1.782370,0.000274,5708
707,1.781685,0.000204,5708
708,1.781001,0.000209,5708
709,1.780319,0.000224,5708
710,1.779638,0.000236,5708
711,1.778957,0.000209,5708
712,1.778278,0.000308,5708
713,1.777600,0.000225,5708
714,1.776923,0.000240,5708
715,1.776247,0.000340,5708
716,1.775572,0.000256,5708
717,1.774898,0.000518,5708
718,1.774225,0.000279,5708
719,1.773553,0.000198,5708
720,1.772882,0.000215,5708
721,1.772213,0.000228,5708
722,1.771544,0.000253,5708
723,1.770876,0.000201,5708
724,1.770210,0.000250,5708
725,1.769544,0.001591,5708
726,1.768880,0.000271,5708
727,1.768216,0.000223,5708
728,1.767554,0.000670,5836
729,1.766893,0.000201,5836
730,1.766232,0.000227,5836
731,1.765573,0.000294,5836
732,1.764915,0.000263,5836
733,1.764257,0.000282,5836
734,1.763601,0.000202,5836
735,1.762946,0.000258,5836
736,1.762292,0.000237,5836
737,1.761638,0.000348,5836
738,1.760986,0.000271,5836
739,1.760335,0.000268,5836
740,1.759685,0.000282,5836
741,1.759036,0.000252,5836
742,1.758388,0.000232,5836
743,1.757740,0.000291,5836
744,1.757094,0.000277,5836
745,1.756449,0.000257,5836
746,1.755805,0.000248,5836
747,1.755162,0.000267,5836
748,1.754520,0.000240,5836
749,1.753878,0.000249,5836
750,1.753238,0.000234,5836
751,1.752599,0.000215,5836
752,1.751961,0.000208,5836
753,1.751323,0.000234,5836
754,1.750687,0.000268,5836
755,1.750052,0.000237,5836
756,1.749417,0.000238,5836
757,1.748784,0.000224,5836
758,1.748152,0.000308,5836
759,1.747520,0.000233,5836
760,1.746890,0.000234,5836
761,1.746260,0.000230,5836
762,1.745632,0.000280,5836
763,1.745004,0.000231,5836
764,1.744377,0.000224,5836
765,1.743752,0.000208,5836
766,1.743127,0.000275,5836
767,1.742503,0.000220,5836
768,1.741880,0.000238,5836
769,1.741258,0.000226,5836
770,1.740637,0.000265,5836
771,1.740017,0.000266,5836
772,1.739398,0.000275,5836
773,1.738780,0.000236,5836
774,1.738163,0.000280,5836
775,1.737547,0.000279,5836
776,1.736931,0.000250,5836
777,1.736317,0.000232,5836
778,1.735704,0.000310,5836
779,1.735091,0.000264,5836
780,1.734479,0.000280,5836
781,1.733869,0.000232,5836
782,1.733259,0.000253,5836
783,1.732650,0.000306,5836
784,1.732042,0.000249,5836
785,1.731435,0.000301,5836
786,1.730829,0.000283,5836
787,1.730224,0.000246,5836
788,1.729619,0.000249,5836
789,1.729016,0.000236,5836
790,1.728413,0.000253,5836
791,1.727812,0.000276,5836
792,1.727211,0.000246,5836
793,1.726611,0.000662,5836
794,1.726012,0.000454,5836
795,1.725414,0.000273,5836
796,1.724817,0.000219,5836
797,1.724221,0.000203,5836
798,1.723626,0.000234,5836
799,1.723031,0.000592,5836
800,1.722438,0.001765,5836
801,1.721845,0.001578,5836
802,1.721253,0.001827,5836
803,1.720662,0.002065,5836
804,1.720072,0.001823,5836
805,1.719483,0.001067,5836
806,1.718895,0.000259,5836
807,1.718307,0.000266,5836
808,1.717721,0.000233,5836
809,1.717135,0.000743,5836
810,1.716550,0.000214,5836
811,1.715966,0.000211,5836
812,1.715383,0.000289,5836
813,1.714801,0.000900,5836
814,1.714219,0.000459,5836
815,1.713639,0.000242,5836
816,1.713059,0.000277,5836
817,1.712480,0.000222,5836
818,1.711902,0.000291,5836
819,1.711325,0.000207,5836
820,1.710749,0.000267,5836
821,1.710174,0.000221,5836
822,1.709599,0.000306,5836
823,1.709025,0.000261,5836
824,1.708452,0.000266,5836
825,1.707880,0.000220,5836
826,1.707309,0.000285,5836
827,1.706739,0.000248,5836
828,1.706169,0.000391,5836
829,1.705600,0.000224,5836
830,1.705033,0.000293,5836
831,1.704465,0.000225,5836
832,1.703899,0.001575,5836
833,1.703334,0.001193,5836
834,1.702769,0.000306,5836
835,1.702205,0.000234,5836
836,1.701642,0.000358,5836
837,1.701080,0.000245,5836
838,1.700519,0.000240,5836
839,1.699959,0.000256,5836
840,1.699399,0.000208,5836
841,1.698840,0.000196,5836
842,1.698282,0.001024,5836
843,1.697725,0.000246,5836
844,1.697168,0.000447,5836
845,1.696613,0.000201,5836
846,1.696058,0.000226,5836
847,1.695504,0.000226,5836
848,1.694950,0.000209,5836
849,1.694398,0.001238,5836
850,1.693846,0.001741,5836
851,1.693295,0.002719,5836
852,1.692745,0.008572,5836
853,1.692196,0.010633,5836
854,1.691648,0.009829,5836
855,1.691100,0.005579,5836
856,1.690553,0.001966,5836
857,1.690007,0.002682,5836
858,1.689462,0.009244,5836
859,1.688917,0.001998,5836
860,1.688373,0.001624,5836
861,1.687830,0.000668,5836
862,1.687288,0.001462,5836
863,1.686747,0.001945,5964
864,1.686206,0.000233,5964
865,1.685666,0.000855,5964
866,1.685127,0.000231,5964
867,1.684589,0.000579,5964
868,1.684051,0.000223,5964
869,1.683514,0.000500,5964
870,1.682978,0.000396,5964
871,1.682443,0.001109,5964
872,1.681908,0.000258,5964
873,1.681374,0.000262,5964
874,1.680841,0.000212,5964
875,1.680309,0.001228,5964
876,1.679778,0.000202,5964
877,1.679247,0.000252,5964
878,1.678717,0.000219,5964
879,1.678188,0.001349,5964
880,1.677659,0.000210,5964
881,1.677131,0.000258,5964
882,1.676604,0.000232,5964
883,1.676078,0.001204,5964
884,1.675553,0.001268,5964
885,1.675028,0.000289,5964
886,1.674504,0.000285,5964
887,1.673980,0.000531,5964
888,1.673458,0.001243,5964
889,1.672936,0.001139,5964
890,1.672415,0.002667,5964
891,1.671895,0.000281,5964
892,1.671375,0.000391,5964
893,1.670856,0.000433,5964
894,1.670338,0.000235,5964
895,1.669820,0.001512,5964
896,1.669304,0.001359,5964
897,1.668788,0.000269,5964
898,1.668272,0.000584,5964
899,1.667758,0.000667,5964
900,1.667244,0.001697,5964
901,1.666731,0.000253,5964
902,1.666218,0.000368,5964
903,1.665707,0.002149,5964
904,1.665196,0.001659,5964
905,1.664685,0.000293,5964
906,1.664176,0.000621,5964
907,1.663667,0.000303,5964
908,1.663159,0.000240,5964
909,1.662652,0.000398,5964
910,1.662145,0.001136,5964
911,1.661639,0.002260,5964
912,1.661133,0.001077,5964
913,1.660629,0.000581,5964
914,1.660125,0.000274,5964
915,1.659622,0.000258,5964
916,1.659119,0.000492,5964
917,1.658617,0.000539,5964
918,1.658116,0.000235,5964
919,1.657616,0.000262,5964
920,1.657116,0.003563,5964
921,1.656617,0.000351,5964
922,1.656119,0.000247,5964
923,1.655621,0.002365,5964
924,1.655124,0.000228,5964
925,1.654628,0.000222,5964
926,1.654132,0.000439,5964
927,1.653637,0.001801,5964
928,1.653143,0.000211,5964
929,1.652649,0.000269,5964
930,1.652156,0.000281,5964
