epoch,loss,time,ram
24352,1.105223,0.000255,28108
24353,1.105222,0.000218,28108
24354,1.105221,0.000239,28108
24355,1.105220,0.000299,28108
24356,1.105220,0.000215,28108
24357,1.105219,0.000246,28108
24358,1.105218,0.000269,28108
24359,1.105217,0.000294,28108
24360,1.105216,0.000259,28108
24361,1.105215,0.000281,28108
24362,1.105215,0.000283,28108
24363,1.105214,0.000269,28108
24364,1.105213,0.000231,28108
24365,1.105212,0.000283,28108
24366,1.105211,0.000227,28108
24367,1.105210,0.000265,28108
24368,1.105210,0.000236,28108
24369,1.105209,0.000269,28108
24370,1.105208,0.000238,28108
24371,1.105207,0.000268,28108
24372,1.105206,0.000228,28108
24373,1.105205,0.000301,28108
24374,1.105205,0.000216,28108
24375,1.105204,0.000255,28108
24376,1.105203,0.002615,28108
24377,1.105202,0.001152,28108
24378,1.105201,0.000223,28108
24379,1.105200,0.000214,28108
24380,1.105200,0.000264,28108
24381,1.105199,0.000234,28108
24382,1.105198,0.000252,28108
24383,1.105197,0.000226,28108
24384,1.105196,0.000198,28108
24385,1.105195,0.000224,28108
24386,1.105195,0.001630,28108
24387,1.105194,0.001769,28108
24388,1.105193,0.001810,28108
24389,1.105192,0.001777,28108
24390,1.105191,0.001793,28108
24391,1.105190,0.000290,28108
24392,1.105190,0.000210,28108
24393,1.105189,0.000272,28108
24394,1.105188,0.000220,28108
24395,1.105187,0.000272,28108
24396,1.105186,0.000222,28108
24397,1.105185,0.000205,28108
24398,1.105185,0.000237,28108
24399,1.105184,0.000286,28108
24400,1.105183,0.000252,28108
24401,1.105182,0.001617,28108
24402,1.105181,0.000254,28108
24403,1.105180,0.000232,28108
24404,1.105180,0.000252,28108
24405,1.105179,0.000256,28108
24406,1.105178,0.000213,28108
24407,1.105177,0.000252,28108
24408,1.105176,0.000248,28108
24409,1.105175,0.000217,28108
24410,1.105175,0.000285,28108
24411,1.105174,0.000207,28108
24412,1.105173,0.000757,28108
24413,1.105172,0.000243,28108
24414,1.105171,0.000235,28108
24415,1.105170,0.000242,28108
24416,1.105170,0.000233,28108
24417,1.105169,0.000217,28108
24418,1.105168,0.000229,28108
24419,1.105167,0.000311,28108
24420,1.105166,0.000247,28108
24421,1.105165,0.000221,28108
24422,1.105165,0.000274,28108
24423,1.105164,0.000819,28108
24424,1.105163,0.000236,28108
24425,1.105162,0.000275,28108
24426,1.105161,0.000223,28108
24427,1.105161,0.000262,28108
24428,1.105160,0.000215,28108
24429,1.105159,0.000285,28108
24430,1.105158,0.000206,28108
24431,1.105157,0.000229,28108
24432,1.105156,0.000247,28108
24433,1.105156,0.000299,28108
24434,1.105155,0.000480,28108
24435,1.105154,0.000214,28108
24436,1.105153,0.000285,28108
24437,1.105152,0.000243,28108
24438,1.105151,0.000279,28108
24439,1.105151,0.000229,28108
24440,1.105150,0.000254,28108
24441,1.105149,0.000278,28108
24442,1.105148,0.000274,28108
24443,1.105147,0.000215,28108
24444,1.105146,0.000303,28108
24445,1.105146,0.000324,28108
24446,1.105145,0.000255,28108
24447,1.105144,0.000196,28108
24448,1.105143,0.000241,28108
24449,1.105142,0.000205,28108
24450,1.105141,0.000261,28108
24451,1.105141,0.000199,28108
24452,1.105140,0.000238,28108
24453,1.105139,0.000585,28108
24454,1.105138,0.000251,28108
24455,1.105137,0.001368,28108
24456,1.105136,0.000257,28108
24457,1.105136,0.000252,28108
24458,1.105135,0.000223,28108
24459,1.105134,0.000236,28108
24460,1.105133,0.000222,28108
24461,1.105132,0.000276,28236
24462,1.105132,0.000683,28236
24463,1.105131,0.000218,28236
24464,1.105130,0.000282,28236
24465,1.105129,0.001091,28236
24466,1.105128,0.000207,28236
24467,1.105127,0.000233,28236
24468,1.105127,0.000275,28236
24469,1.105126,0.000220,28236
24470,1.105125,0.000258,28236
24471,1.105124,0.000216,28236
24472,1.105123,0.000303,28236
24473,1.105122,0.000241,28236
24474,1.105122,0.000277,28236
24475,1.105121,0.000235,28236
24476,1.105120,0.000503,28236
24477,1.105119,0.000255,28236
24478,1.105118,0.000253,28236
24479,1.105117,0.000285,28236
24480,1.105117,0.000221,28236
24481,1.105116,0.000274,28236
24482,1.105115,0.000269,28236
24483,1.105114,0.000292,28236
24484,1.105113,0.000262,28236
24485,1.105112,0.000269,28236
24486,1.105112,0.000351,28236
24487,1.105111,0.000286,28236
24488,1.105110,0.000274,28236
24489,1.105109,0.000225,28236
24490,1.105108,0.000287,28236
24491,1.105108,0.000236,28236
24492,1.105107,0.000284,28236
24493,1.105106,0.000218,28236
24494,1.105105,0.000210,28236
24495,1.105104,0.000241,28236
24496,1.105103,0.000272,28236
24497,1.105103,0.000446,28236
24498,1.105102,0.000343,28236
24499,1.105101,0.000219,28236
24500,1.105100,0.000238,28236
24501,1.105099,0.000229,28236
24502,1.105098,0.000295,28236
24503,1.105098,0.000233,28236
24504,1.105097,0.000267,28236
24505,1.105096,0.000204,28236
24506,1.105095,0.000267,28236
24507,1.105094,0.000227,28236
24508,1.105094,0.000332,28236
24509,1.105093,0.000229,28236
24510,1.105092,0.000233,28236
24511,1.105091,0.000316,28236
24512,1.105090,0.000259,28236
24513,1.105089,0.001901,28236
24514,1.105089,0.000942,28236
24515,1.105088,0.000280,28236
24516,1.105087,0.000278,28236
24517,1.105086,0.000498,28236
24518,1.105085,0.000550,28236
24519,1.105084,0.000287,28236
24520,1.105084,0.000230,28236
24521,1.105083,0.000221,28236
24522,1.105082,0.000243,28236
24523,1.105081,0.000267,28236
24524,1.105080,0.000216,28236
24525,1.105080,0.000309,28236
24526,1.105079,0.000224,28236
24527,1.105078,0.000258,28236
24528,1.105077,0.000216,28236
24529,1.105076,0.000260,28236
24530,1.105075,0.001841,28236
24531,1.105075,0.000279,28236
24532,1.105074,0.000209,28236
24533,1.105073,0.000232,28236
24534,1.105072,0.000253,28236
24535,1.105071,0.000272,28236
24536,1.105070,0.000274,28236
24537,1.105070,0.000237,28236
24538,1.105069,0.000225,28236
24539,1.105068,0.000305,28236
24540,1.105067,0.000222,28236
24541,1.105066,0.000268,28236
24542,1.105066,0.000204,28236
24543,1.105065,0.000217,28236
24544,1.105064,0.000239,28236
24545,1.105063,0.000251,28236
24546,1.105062,0.000233,28236
24547,1.105061,0.000241,28236
24548,1.105061,0.001952,28236
24549,1.105060,0.002119,28236
24550,1.105059,0.001953,28236
24551,1.105058,0.001917,28236
24552,1.105057,0.002080,28236
24553,1.105056,0.002445,28236
24554,1.105056,0.002317,28236
24555,1.105055,0.002255,28236
24556,1.105054,0.002255,28236
24557,1.105053,0.002222,28236
24558,1.105052,0.002324,28236
24559,1.105052,0.001924,28236
24560,1.105051,0.001885,28236
24561,1.105050,0.001861,28236
24562,1.105049,0.002094,28236
24563,1.105048,0.001969,28236
24564,1.105047,0.001942,28236
24565,1.105047,0.002028,28236
24566,1.105046,0.001844,28236
24567,1.105045,0.002173,28236
24568,1.105044,0.001972,28236
24569,1.105043,0.000393,28236
24570,1.105043,0.000305,28236
24571,1.105042,0.000427,28236
24572,1.105041,0.000373,28236
24573,1.105040,0.000212,28236
24574,1.105039,0.000204,28236
24575,1.105038,0.000399,28236
24576,1.105038,0.000209,28236
24577,1.105037,0.001398,28236
24578,1.105036,0.001960,28236
24579,1.105035,0.001896,28236
24580,1.105034,0.002042,28236
24581,1.105034,0.002836,28236
24582,1.105033,0.002626,28236
24583,1.105032,0.000264,28236
24584,1.105031,0.000253,28236
24585,1.105030,0.000238,28236
24586,1.105029,0.000245,28236
24587,1.105029,0.000266,28236
24588,1.105028,0.000731,28236
24589,1.105027,0.000239,28236
24590,1.105026,0.000230,28236
24591,1.105025,0.000239,28236
24592,1.105025,0.000218,28236
24593,1.105024,0.000279,28236
24594,1.105023,0.000220,28236
24595,1.105022,0.000227,28364
24596,1.105021,0.000238,28364
24597,1.105020,0.000228,28364
24598,1.105020,0.000211,28364
24599,1.105019,0.000356,28364
24600,1.105018,0.000201,28364
24601,1.105017,0.001139,28364
24602,1.105016,0.000242,28364
24603,1.105016,0.000233,28364
24604,1.105015,0.000216,28364
24605,1.105014,0.000230,28364
24606,1.105013,0.000228,28364
24607,1.105012,0.000215,28364
24608,1.105011,0.000240,28364
24609,1.105011,0.000830,28364
24610,1.105010,0.000191,28364
24611,1.105009,0.000208,28364
24612,1.105008,0.000295,28364
24613,1.105007,0.000219,28364
24614,1.105007,0.000274,28364
24615,1.105006,0.000232,28364
24616,1.105005,0.000266,28364
24617,1.105004,0.000226,28364
24618,1.105003,0.000203,28364
24619,1.105002,0.000228,28364
24620,1.105002,0.000699,28364
24621,1.105001,0.000245,28364
24622,1.105000,0.000316,28364
24623,1.104999,0.000219,28364
24624,1.104998,0.000259,28364
24625,1.104998,0.001769,28364
24626,1.104997,0.000579,28364
24627,1.104996,0.000267,28364
24628,1.104995,0.000240,28364
24629,1.104994,0.000307,28364
24630,1.104993,0.000656,28364
24631,1.104993,0.000250,28364
24632,1.104992,0.000229,28364
24633,1.104991,0.000242,28364
24634,1.104990,0.000207,28364
24635,1.104989,0.000259,28364
24636,1.104989,0.000232,28364
24637,1.104988,0.000322,28364
24638,1.104987,0.000220,28364
24639,1.104986,0.000253,28364
24640,1.104985,0.001842,28364
24641,1.104984,0.001438,28364
24642,1.104984,0.000244,28364
24643,1.104983,0.000260,28364
24644,1.104982,0.002365,28364
24645,1.104981,0.001625,28364
24646,1.104980,0.000239,28364
24647,1.104980,0.001739,28364
24648,1.104979,0.002264,28364
24649,1.104978,0.000268,28364
24650,1.104977,0.000353,28364
24651,1.104976,0.000251,28364
24652,1.104976,0.000282,28364
24653,1.104975,0.001563,28364
24654,1.104974,0.001950,28364
24655,1.104973,0.001866,28364
24656,1.104972,0.002564,28364
24657,1.104971,0.001986,28364
24658,1.104971,0.001275,28364
24659,1.104970,0.002312,28364
24660,1.104969,0.001086,28364
24661,1.104968,0.003127,28364
24662,1.104967,0.001827,28364
24663,1.104967,0.001900,28364
24664,1.104966,0.002113,28364
24665,1.104965,0.000263,28364
24666,1.104964,0.000283,28364
24667,1.104963,0.000273,28364
24668,1.104963,0.000213,28364
24669,1.104962,0.000258,28364
24670,1.104961,0.000230,28364
24671,1.104960,0.000257,28364
24672,1.104959,0.000240,28364
24673,1.104958,0.000957,28364
24674,1.104958,0.000272,28364
24675,1.104957,0.000274,28364
24676,1.104956,0.000274,28364
24677,1.104955,0.000243,28364
24678,1.104954,0.000274,28364
24679,1.104954,0.000226,28364
24680,1.104953,0.000199,28364
24681,1.104952,0.000230,28364
24682,1.104951,0.000218,28364
24683,1.104950,0.000293,28364
24684,1.104950,0.000617,28364
24685,1.104949,0.000209,28364
24686,1.104948,0.000365,28364
24687,1.104947,0.000257,28364
24688,1.104946,0.000249,28364
24689,1.104945,0.000427,28364
24690,1.104945,0.000286,28364
24691,1.104944,0.000227,28364
24692,1.104943,0.000260,28364
24693,1.104942,0.000434,28364
24694,1.104941,0.000286,28364
24695,1.104941,0.000490,28364
24696,1.104940,0.000256,28364
24697,1.104939,0.000196,28364
24698,1.104938,0.000223,28364
24699,1.104937,0.000218,28364
24700,1.104937,0.000277,28364
24701,1.104936,0.000210,28364
24702,1.104935,0.000272,28364
24703,1.104934,0.002003,28364
24704,1.104933,0.000284,28364
24705,1.104932,0.000248,28364
24706,1.104932,0.000268,28364
24707,1.104931,0.000217,28364
24708,1.104930,0.000258,28364
24709,1.104929,0.000227,28364
24710,1.104928,0.000267,28364
24711,1.104928,0.000229,28364
24712,1.104927,0.000225,28364
24713,1.104926,0.000220,28364
24714,1.104925,0.000279,28364
24715,1.104924,0.000217,28364
24716,1.104924,0.001584,28364
24717,1.104923,0.000668,28364
24718,1.104922,0.000269,28364
24719,1.104921,0.000239,28364
24720,1.104920,0.000238,28364
24721,1.104919,0.000654,28364
24722,1.104919,0.000289,28364
24723,1.104918,0.000259,28364
24724,1.104917,0.000278,28364
24725,1.104916,0.000268,28364
24726,1.104915,0.000236,28364
24727,1.104915,0.000244,28364
24728,1.104914,0.000266,28364
24729,1.104913,0.000257,28492
24730,1.104912,0.000269,28492
24731,1.104911,0.000217,28492
24732,1.104911,0.000304,28492
24733,1.104910,0.000204,28492
24734,1.104909,0.000225,28492
24735,1.104908,0.001919,28492
24736,1.104907,0.001558,28492
24737,1.104907,0.002077,28492
24738,1.104906,0.001863,28492
24739,1.104905,0.001883,28492
24740,1.104904,0.000392,28492
24741,1.104903,0.002200,28492
24742,1.104903,0.001644,28492
24743,1.104902,0.001171,28492
24744,1.104901,0.000698,28492
24745,1.104900,0.000280,28492
24746,1.104899,0.000277,28492
24747,1.104898,0.000261,28492
24748,1.104898,0.000219,28492
24749,1.104897,0.000902,28492
24750,1.104896,0.000266,28492
24751,1.104895,0.000198,28492
24752,1.104894,0.000211,28492
24753,1.104894,0.000230,28492
24754,1.104893,0.000354,28492
24755,1.104892,0.000205,28492
24756,1.104891,0.000211,28492
24757,1.104890,0.000244,28492
24758,1.104890,0.001962,28492
24759,1.104889,0.002652,28492
24760,1.104888,0.000252,28492
24761,1.104887,0.000266,28492
24762,1.104886,0.002111,28492
24763,1.104886,0.000304,28492
24764,1.104885,0.000219,28492
24765,1.104884,0.000240,28492
24766,1.104883,0.000233,28492
24767,1.104882,0.000228,28492
24768,1.104882,0.000225,28492
24769,1.104881,0.000235,28492
24770,1.104880,0.000408,28492
24771,1.104879,0.001718,28492
24772,1.104878,0.001205,28492
24773,1.104877,0.000196,28492
24774,1.104877,0.000233,28492
24775,1.104876,0.000228,28492
24776,1.104875,0.000310,28492
24777,1.104874,0.000264,28492
24778,1.104873,0.000251,28492
24779,1.104873,0.000250,28492
24780,1.104872,0.000239,28492
24781,1.104871,0.000488,28492
24782,1.104870,0.000236,28492
24783,1.104869,0.000204,28492
24784,1.104869,0.000243,28492
24785,1.104868,0.000246,28492
24786,1.104867,0.000214,28492
24787,1.104866,0.000406,28492
24788,1.104865,0.000272,28492
24789,1.104865,0.000268,28492
24790,1.104864,0.001129,28492
24791,1.104863,0.000286,28492
24792,1.104862,0.000228,28492
24793,1.104861,0.000204,28492
24794,1.104861,0.000253,28492
24795,1.104860,0.000237,28492
24796,1.104859,0.000271,28492
24797,1.104858,0.000931,28492
24798,1.104857,0.004574,28492
24799,1.104857,0.000284,28492
24800,1.104856,0.000251,28492
24801,1.104855,0.008106,28492
24802,1.104854,0.001847,28492
24803,1.104853,0.000565,28492
24804,1.104853,0.000254,28492
24805,1.104852,0.000339,28492
24806,1.104851,0.000208,28492
24807,1.104850,0.000209,28492
24808,1.104849,0.000210,28492
24809,1.104848,0.000240,28492
24810,1.104848,0.000644,28492
24811,1.104847,0.000219,28492
24812,1.104846,0.000266,28492
24813,1.104845,0.000243,28492
24814,1.104844,0.000219,28492
24815,1.104844,0.000214,28492
24816,1.104843,0.000214,28492
24817,1.104842,0.000275,28492
24818,1.104841,0.000204,28492
24819,1.104840,0.000239,28492
24820,1.104840,0.000291,28492
24821,1.104839,0.000737,28492
24822,1.104838,0.000221,28492
24823,1.104837,0.001476,28492
24824,1.104836,0.002057,28492
24825,1.104836,0.002009,28492
24826,1.104835,0.002224,28492
24827,1.104834,0.002370,28492
24828,1.104833,0.001103,28492
24829,1.104832,0.000268,28492
24830,1.104832,0.000359,28492
24831,1.104831,0.000222,28492
24832,1.104830,0.000274,28492
24833,1.104829,0.001651,28492
24834,1.104828,0.000300,28492
24835,1.104828,0.000975,28492
24836,1.104827,0.000286,28492
24837,1.104826,0.000232,28492
24838,1.104825,0.000307,28492
24839,1.104824,0.000232,28492
24840,1.104824,0.000281,28492
24841,1.104823,0.000231,28492
24842,1.104822,0.000635,28492
24843,1.104821,0.000210,28492
24844,1.104820,0.000245,28492
24845,1.104820,0.000224,28492
24846,1.104819,0.000251,28492
24847,1.104818,0.000285,28492
24848,1.104817,0.000247,28492
24849,1.104816,0.000265,28492
24850,1.104816,0.000214,28492
24851,1.104815,0.000268,28492
24852,1.104814,0.000945,28492
24853,1.104813,0.000282,28492
24854,1.104812,0.000334,28492
24855,1.104812,0.000233,28492
24856,1.104811,0.000218,28492
24857,1.104810,0.000221,28492
24858,1.104809,0.000356,28492
24859,1.104808,0.000220,28492
24860,1.104808,0.000262,28492
24861,1.104807,0.000230,28492
24862,1.104806,0.000401,28492
24863,1.104805,0.000252,28492
24864,1.104804,0.000232,28620
24865,1.104804,0.000214,28620
24866,1.104803,0.000252,28620
24867,1.104802,0.000644,28620
24868,1.104801,0.000343,28620
24869,1.104800,0.000262,28620
24870,1.104800,0.000239,28620
24871,1.104799,0.000261,28620
24872,1.104798,0.000221,28620
24873,1.104797,0.000285,28620
24874,1.104796,0.000232,28620
24875,1.104796,0.000256,28620
24876,1.104795,0.000212,28620
24877,1.104794,0.000253,28620
24878,1.104793,0.000234,28620
24879,1.104792,0.000256,28620
24880,1.104792,0.000222,28620
24881,1.104791,0.000210,28620
24882,1.104790,0.000234,28620
24883,1.104789,0.000293,28620
24884,1.104788,0.000235,28620
24885,1.104788,0.000266,28620
24886,1.104787,0.000238,28620
24887,1.104786,0.001238,28620
24888,1.104785,0.001521,28620
24889,1.104784,0.000889,28620
24890,1.104784,0.000248,28620
24891,1.104783,0.000220,28620
24892,1.104782,0.000311,28620
24893,1.104781,0.000278,28620
24894,1.104780,0.000229,28620
24895,1.104780,0.000327,28620
24896,1.104779,0.000231,28620
24897,1.104778,0.000236,28620
24898,1.104777,0.000209,28620
24899,1.104776,0.000238,28620
24900,1.104776,0.000251,28620
24901,1.104775,0.000256,28620
24902,1.104774,0.000213,28620
24903,1.104773,0.000288,28620
24904,1.104772,0.000241,28620
24905,1.104772,0.002092,28620
24906,1.104771,0.000269,28620
24907,1.104770,0.000231,28620
24908,1.104769,0.000488,28620
24909,1.104768,0.000197,28620
24910,1.104768,0.000240,28620
24911,1.104767,0.000217,28620
24912,1.104766,0.000256,28620
24913,1.104765,0.000214,28620
24914,1.104764,0.000264,28620
24915,1.104764,0.000228,28620
24916,1.104763,0.000275,28620
24917,1.104762,0.000212,28620
24918,1.104761,0.000277,28620
24919,1.104760,0.000277,28620
24920,1.104760,0.000241,28620
24921,1.104759,0.002382,28620
24922,1.104758,0.001907,28620
24923,1.104757,0.000960,28620
24924,1.104756,0.000279,28620
24925,1.104756,0.000228,28620
24926,1.104755,0.000924,28620
24927,1.104754,0.002043,28620
24928,1.104753,0.002027,28620
24929,1.104753,0.000290,28620
24930,1.104752,0.000204,28620
24931,1.104751,0.000254,28620
24932,1.104750,0.000235,28620
24933,1.104749,0.000277,28620
24934,1.104749,0.000913,28620
24935,1.104748,0.002121,28620
24936,1.104747,0.001947,28620
24937,1.104746,0.002477,28620
24938,1.104745,0.001916,28620
24939,1.104745,0.002191,28620
24940,1.104744,0.002835,28620
24941,1.104743,0.002736,28620
24942,1.104742,0.000265,28620
24943,1.104741,0.000279,28620
24944,1.104741,0.000291,28620
24945,1.104740,0.000454,28620
24946,1.104739,0.000228,28620
24947,1.104738,0.000272,28620
24948,1.104737,0.000259,28620
24949,1.104737,0.000229,28620
24950,1.104736,0.000222,28620
24951,1.104735,0.000247,28620
24952,1.104734,0.000221,28620
24953,1.104733,0.000227,28620
24954,1.104733,0.000215,28620
24955,1.104732,0.000269,28620
24956,1.104731,0.000235,28620
24957,1.104730,0.000235,28620
24958,1.104729,0.000261,28620
24959,1.104729,0.000211,28620
24960,1.104728,0.000231,28620
24961,1.104727,0.000223,28620
24962,1.104726,0.000248,28620
24963,1.104725,0.000218,28620
24964,1.104725,0.000239,28620
24965,1.104724,0.000221,28620
24966,1.104723,0.000891,28620
24967,1.104722,0.000268,28620
24968,1.104722,0.000203,28620
24969,1.104721,0.000254,28620
24970,1.104720,0.000211,28620
24971,1.104719,0.000243,28620
24972,1.104718,0.000387,28620
24973,1.104718,0.000271,28620
24974,1.104717,0.000206,28620
24975,1.104716,0.000221,28620
24976,1.104715,0.000210,28620
24977,1.104714,0.000273,28620
24978,1.104714,0.000251,28620
24979,1.104713,0.000269,28620
24980,1.104712,0.000234,28620
24981,1.104711,0.000246,28620
24982,1.104710,0.000251,28620
24983,1.104710,0.000256,28620
24984,1.104709,0.000203,28620
24985,1.104708,0.000221,28620
24986,1.104707,0.000272,28620
24987,1.104706,0.000204,28620
24988,1.104706,0.000258,28620
24989,1.104705,0.001156,28620
24990,1.104704,0.001648,28620
24991,1.104703,0.001742,28620
24992,1.104702,0.001556,28620
24993,1.104702,0.001737,28620
24994,1.104701,0.001859,28620
24995,1.104700,0.000343,28620
24996,1.104699,0.001408,28620
24997,1.104699,0.000269,28620
24998,1.104698,0.000334,28748
24999,1.104697,0.000294,28748
25000,1.104696,0.000196,28748
25001,1.104695,0.000214,28748
25002,1.104695,0.001653,28748
25003,1.104694,0.000257,28748
25004,1.104693,0.000262,28748
25005,1.104692,0.000270,28748
25006,1.104691,0.000225,28748
25007,1.104691,0.000312,28748
25008,1.104690,0.000200,28748
25009,1.104689,0.000225,28748
25010,1.104688,0.000253,28748
25011,1.104687,0.000291,28748
25012,1.104687,0.001960,28748
25013,1.104686,0.000255,28748
25014,1.104685,0.000245,28748
25015,1.104684,0.000261,28748
25016,1.104683,0.000248,28748
25017,1.104683,0.000280,28748
25018,1.104682,0.000217,28748
25019,1.104681,0.001957,28748
25020,1.104680,0.002073,28748
25021,1.104680,0.002089,28748
25022,1.104679,0.002974,28748
25023,1.104678,0.002123,28748
25024,1.104677,0.000287,28748
25025,1.104676,0.000362,28748
25026,1.104676,0.000259,28748
25027,1.104675,0.000249,28748
25028,1.104674,0.000204,28748
25029,1.104673,0.000227,28748
25030,1.104672,0.000268,28748
25031,1.104672,0.001386,28748
25032,1.104671,0.000234,28748
25033,1.104670,0.000241,28748
25034,1.104669,0.000268,28748
25035,1.104668,0.000474,28748
25036,1.104668,0.000317,28748
25037,1.104667,0.000212,28748
25038,1.104666,0.000669,28748
25039,1.104665,0.000273,28748
25040,1.104665,0.006820,28748
25041,1.104664,0.001062,28748
25042,1.104663,0.003337,28748
25043,1.104662,0.000256,28748
25044,1.104661,0.000246,28748
25045,1.104661,0.008881,28748
25046,1.104660,0.008504,28748
25047,1.104659,0.000327,28748
25048,1.104658,0.000256,28748
25049,1.104657,0.003978,28748
25050,1.104657,0.000233,28748
25051,1.104656,0.000248,28748
25052,1.104655,0.001125,28748
25053,1.104654,0.000260,28748
25054,1.104654,0.002022,28748
25055,1.104653,0.000256,28748
25056,1.104652,0.001415,28748
25057,1.104651,0.007754,28748
25058,1.104650,0.000220,28748
25059,1.104650,0.000263,28748
25060,1.104649,0.003414,28748
25061,1.104648,0.000279,28748
25062,1.104647,0.002920,28748
25063,1.104646,0.000253,28748
25064,1.104646,0.000275,28748
25065,1.104645,0.000390,28748
25066,1.104644,0.000318,28748
25067,1.104643,0.002480,28748
25068,1.104642,0.001023,28748
25069,1.104642,0.000272,28748
25070,1.104641,0.001270,28748
25071,1.104640,0.000249,28748
25072,1.104639,0.000261,28748
25073,1.104639,0.000281,28748
25074,1.104638,0.000287,28748
25075,1.104637,0.000277,28748
25076,1.104636,0.000843,28748
25077,1.104635,0.000249,28748
25078,1.104635,0.001297,28748
25079,1.104634,0.001883,28748
25080,1.104633,0.000241,28748
25081,1.104632,0.001289,28748
25082,1.104631,0.000280,28748
25083,1.104631,0.001759,28748
25084,1.104630,0.001859,28748
25085,1.104629,0.002561,28748
25086,1.104628,0.001815,28748
25087,1.104628,0.009394,28748
25088,1.104627,0.001571,28748
25089,1.104626,0.001983,28748
25090,1.104625,0.005784,28748
25091,1.104624,0.001898,28748
25092,1.104624,0.001715,28748
25093,1.104623,0.006420,28748
25094,1.104622,0.001958,28748
25095,1.104621,0.002337,28748
25096,1.104620,0.001448,28748
25097,1.104620,0.005347,28748
25098,1.104619,0.000270,28748
25099,1.104618,0.000247,28748
25100,1.104617,0.000233,28748
25101,1.104617,0.000231,28748
25102,1.104616,0.000254,28748
25103,1.104615,0.000240,28748
25104,1.104614,0.000354,28748
25105,1.104613,0.000229,28748
25106,1.104613,0.000222,28748
25107,1.104612,0.000239,28748
25108,1.104611,0.000229,28748
25109,1.104610,0.000436,28748
25110,1.104609,0.000207,28748
25111,1.104609,0.000260,28748
25112,1.104608,0.000215,28748
25113,1.104607,0.000251,28748
25114,1.104606,0.000236,28748
25115,1.104606,0.000685,28748
25116,1.104605,0.000219,28748
25117,1.104604,0.000232,28748
25118,1.104603,0.000222,28748
25119,1.104602,0.000231,28748
25120,1.104602,0.000222,28748
25121,1.104601,0.000201,28748
25122,1.104600,0.000203,28748
25123,1.104599,0.000270,28748
25124,1.104599,0.000322,28748
25125,1.104598,0.000286,28748
25126,1.104597,0.000827,28748
25127,1.104596,0.000251,28748
25128,1.104595,0.000405,28748
25129,1.104595,0.000259,28748
25130,1.104594,0.000279,28748
25131,1.104593,0.000214,28748
25132,1.104592,0.000224,28876
25133,1.104591,0.000222,28876
25134,1.104591,0.000274,28876
25135,1.104590,0.000214,28876
25136,1.104589,0.000275,28876
25137,1.104588,0.000286,28876
25138,1.104588,0.000262,28876
25139,1.104587,0.000206,28876
25140,1.104586,0.000247,28876
25141,1.104585,0.001271,28876
25142,1.104584,0.002010,28876
25143,1.104584,0.002037,28876
25144,1.104583,0.002204,28876
25145,1.104582,0.002169,28876
25146,1.104581,0.000987,28876
25147,1.104581,0.000261,28876
25148,1.104580,0.000628,28876
25149,1.104579,0.000240,28876
25150,1.104578,0.000222,28876
25151,1.104577,0.000209,28876
25152,1.104577,0.000746,28876
25153,1.104576,0.000273,28876
25154,1.104575,0.001609,28876
25155,1.104574,0.002255,28876
25156,1.104573,0.000308,28876
25157,1.104573,0.000323,28876
25158,1.104572,0.002006,28876
25159,1.104571,0.000235,28876
25160,1.104570,0.000216,28876
25161,1.104570,0.001301,28876
25162,1.104569,0.000241,28876
25163,1.104568,0.000225,28876
25164,1.104567,0.000253,28876
25165,1.104566,0.000236,28876
25166,1.104566,0.000808,28876
25167,1.104565,0.000225,28876
25168,1.104564,0.000474,28876
25169,1.104563,0.000226,28876
25170,1.104563,0.000261,28876
25171,1.104562,0.000194,28876
25172,1.104561,0.000245,28876
25173,1.104560,0.000224,28876
25174,1.104559,0.000293,28876
25175,1.104559,0.000222,28876
25176,1.104558,0.000310,28876
25177,1.104557,0.000219,28876
25178,1.104556,0.000273,28876
25179,1.104556,0.000649,28876
25180,1.104555,0.000286,28876
25181,1.104554,0.000707,28876
25182,1.104553,0.001557,28876
25183,1.104552,0.000297,28876
25184,1.104552,0.000212,28876
25185,1.104551,0.000736,28876
25186,1.104550,0.000282,28876
25187,1.104549,0.000264,28876
25188,1.104549,0.000847,28876
25189,1.104548,0.000257,28876
25190,1.104547,0.000258,28876
25191,1.104546,0.000228,28876
25192,1.104545,0.000217,28876
25193,1.104545,0.000197,28876
25194,1.104544,0.000272,28876
25195,1.104543,0.000654,28876
25196,1.104542,0.000277,28876
25197,1.104542,0.000243,28876
25198,1.104541,0.000197,28876
25199,1.104540,0.000216,28876
25200,1.104539,0.000238,28876
25201,1.104538,0.001035,28876
25202,1.104538,0.000341,28876
25203,1.104537,0.000238,28876
25204,1.104536,0.000241,28876
25205,1.104535,0.000275,28876
25206,1.104535,0.000212,28876
25207,1.104534,0.000243,28876
25208,1.104533,0.000245,28876
25209,1.104532,0.000280,28876
25210,1.104531,0.001614,28876
25211,1.104531,0.000211,28876
25212,1.104530,0.000230,28876
25213,1.104529,0.000262,28876
25214,1.104528,0.000228,28876
25215,1.104528,0.000254,28876
25216,1.104527,0.000229,28876
25217,1.104526,0.000272,28876
25218,1.104525,0.000223,28876
25219,1.104524,0.000320,28876
25220,1.104524,0.001559,28876
25221,1.104523,0.000699,28876
25222,1.104522,0.000260,28876
25223,1.104521,0.000220,28876
25224,1.104521,0.000249,28876
25225,1.104520,0.000326,28876
